order_id,product_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,category,sub_category,product_name,shipping_days,sales,quantity,profit,discount,order_month
CA-2014-100678,OFF-EN-10000056,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,4,149.352,3,50.4063,0.2,April
CA-2014-100678,TEC-AC-10000474,2014-04-18,2014-04-22,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Houston,Texas,77095,Central,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,4,227.976,3,28.497,0.2,April
CA-2014-100706,FUR-FU-10002268,2014-12-16,2014-12-18,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,Ultra Door Push Plate,2,29.46,6,9.7218,0.0,December
CA-2014-100706,TEC-AC-10001314,2014-12-16,2014-12-18,Second Class,LE-16810,Laurel Elliston,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,2,99.98,2,7.9984,0.0,December
CA-2014-100762,OFF-AR-10000380,2014-11-24,2014-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",5,151.92,4,45.576,0.0,November
CA-2014-100762,OFF-LA-10003930,2014-11-24,2014-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",5,196.62,2,96.3438,0.0,November
CA-2014-100762,OFF-PA-10001815,2014-11-24,2014-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,Xerox 1885,5,144.12,3,69.1776,0.0,November
CA-2014-100762,OFF-PA-10004082,2014-11-24,2014-11-29,Standard Class,NG-18355,Nat Gilpin,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",5,15.96,2,7.98,0.0,November
CA-2014-100860,OFF-LA-10001982,2014-03-26,2014-03-30,Second Class,CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,91767,West,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,4,18.75,5,9.0,0.0,March
CA-2014-100867,TEC-PH-10004922,2014-10-19,2014-10-24,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Lakewood,California,90712,West,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,5,321.552,6,20.097,0.2,October
CA-2014-100881,TEC-PH-10003273,2014-03-28,2014-04-01,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,AT&T TR1909W,4,302.376,3,22.6782,0.2,March
CA-2014-100895,OFF-AR-10004511,2014-06-02,2014-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",4,8.56,2,2.6536,0.0,June
CA-2014-100895,OFF-ST-10001490,2014-06-02,2014-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",4,356.94,2,107.082,0.0,June
CA-2014-100895,TEC-PH-10001425,2014-06-02,2014-06-06,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Technology,Phones,Mophie Juice Pack Helium for iPhone,4,239.97,3,67.1916,0.0,June
CA-2014-100916,FUR-TA-10004607,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Furniture,Tables,Hon 2111 Invitation Series Straight Table,5,591.32,4,112.3508,0.0,October
CA-2014-100916,OFF-AR-10001022,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5,2.84,1,0.8804,0.0,October
CA-2014-100916,OFF-ST-10003479,2014-10-21,2014-10-26,Standard Class,FH-14275,Frank Hawley,Corporate,United States,Newport News,Virginia,23602,South,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",5,194.7,5,9.735,0.0,October
CA-2014-100972,OFF-PA-10000357,2014-11-19,2014-11-24,Second Class,DB-13360,Dennis Bolton,Home Office,United States,Salt Lake City,Utah,84106,West,Office Supplies,Paper,Xerox 1888,5,166.44,3,79.8912,0.0,November
CA-2014-101147,OFF-AP-10004249,2014-12-02,2014-12-04,First Class,MC-17575,Matt Collins,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,Staple holder,2,2.394,1,-6.3441,0.8,December
CA-2014-101175,OFF-ST-10004950,2014-12-09,2014-12-14,Standard Class,DM-12955,Dario Medina,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,5,100.704,6,-1.2588,0.2,December
CA-2014-101266,OFF-PA-10002986,2014-08-27,2014-08-30,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,Xerox 1898,3,13.36,2,6.4128,0.0,August
CA-2014-101364,OFF-BI-10003984,2014-12-22,2014-12-26,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',4,296.712,13,100.1403,0.2,December
CA-2014-101392,OFF-ST-10000532,2014-12-07,2014-12-13,Standard Class,AS-10630,Ann Steele,Home Office,United States,Seattle,Washington,98103,West,Office Supplies,Storage,Advantus Rolling Drawer Organizers,6,269.36,7,70.0336,0.0,December
CA-2014-101427,OFF-AR-10002257,2014-12-26,2014-12-30,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",4,8.016,3,1.1022,0.2,December
CA-2014-101462,FUR-FU-10000409,2014-04-20,2014-04-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",5,59.92,4,27.5632,0.0,April
CA-2014-101476,TEC-MA-10000029,2014-09-12,2014-09-13,First Class,SD-20485,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",1,69.99,1,30.0957,0.0,September
CA-2014-101560,FUR-FU-10003773,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,3,397.6,5,43.736,0.0,November
CA-2014-101560,OFF-AR-10004757,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,Crayola Colored Pencils,3,13.12,4,4.3296,0.0,November
CA-2014-101560,OFF-BI-10000309,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",3,45.66,3,22.3734,0.0,November
CA-2014-101560,OFF-PA-10001363,2014-11-28,2014-12-01,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,Xerox 1933,3,85.96,7,40.4012,0.0,November
CA-2014-101602,FUR-CH-10004675,2014-12-15,2014-12-18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",3,763.28,5,-21.808,0.3,December
CA-2014-101602,TEC-PH-10000169,2014-12-15,2014-12-18,First Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,3,40.68,3,-9.153,0.2,December
CA-2014-101770,OFF-BI-10001097,2014-03-31,2014-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,Avery Hole Reinforcements,4,1.869,1,-1.3083,0.7,March
CA-2014-101833,OFF-PA-10003591,2014-11-17,2014-11-22,Second Class,FG-14260,Frank Gastineau,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,5,34.44,3,17.22,0.0,November
CA-2014-101931,FUR-BO-10001337,2014-10-28,2014-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,3,616.998,6,-36.294,0.15,October
CA-2014-101931,OFF-BI-10004140,2014-10-28,2014-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,Avery Non-Stick Binders,3,7.184,2,2.245,0.2,October
CA-2014-101931,OFF-ST-10003442,2014-10-28,2014-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Storage,Eldon Portable Mobile Manager,3,141.4,5,38.178,0.0,October
CA-2014-101931,OFF-SU-10000646,2014-10-28,2014-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,Premier Automatic Letter Opener,3,480.74,2,14.4222,0.0,October
CA-2014-101931,OFF-SU-10002301,2014-10-28,2014-10-31,First Class,TS-21370,Todd Sumrall,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers,3,6.28,2,0.0628,0.0,October
CA-2014-102008,OFF-PA-10004092,2014-09-30,2014-10-04,Standard Class,RA-19915,Russell Applegate,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,4,48.94,1,24.47,0.0,September
CA-2014-102085,OFF-LA-10002475,2014-10-04,2014-10-09,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,Avery 519,5,29.24,4,13.7428,0.0,October
CA-2014-102274,OFF-AR-10002833,2014-11-21,2014-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,Newell 322,5,5.46,3,1.4742,0.0,November
CA-2014-102274,OFF-PA-10004359,2014-11-21,2014-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,Multicolor Computer Printout Paper,5,629.1,6,301.968,0.0,November
CA-2014-102274,OFF-ST-10001511,2014-11-21,2014-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,5,193.95,3,9.6975,0.0,November
CA-2014-102274,TEC-PH-10002923,2014-11-21,2014-11-26,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",5,36.99,1,9.9873,0.0,November
CA-2014-102295,FUR-CH-10001714,2014-11-24,2014-11-26,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",2,120.712,1,-18.1068,0.2,November
CA-2014-102330,OFF-LA-10003923,2014-12-29,2015-01-03,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,5,88.8,6,44.4,0.0,December
CA-2014-102330,TEC-PH-10001051,2014-12-29,2015-01-03,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,HTC One,5,319.968,4,35.9964,0.2,December
CA-2014-102645,OFF-PA-10001804,2014-01-23,2014-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,Xerox 195,5,40.08,6,19.2384,0.0,January
CA-2014-102652,FUR-FU-10000747,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,6,91.96,2,15.6332,0.0,April
CA-2014-102652,FUR-FU-10001918,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,6,33.11,7,12.9129,0.0,April
CA-2014-102652,OFF-PA-10001977,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 194,6,55.48,1,26.6304,0.0,April
CA-2014-102652,OFF-PA-10003309,2014-04-06,2014-04-12,Standard Class,AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Paper,Xerox 211,6,19.44,3,9.3312,0.0,April
CA-2014-102673,OFF-AR-10000634,2014-11-01,2014-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,Newell 320,4,10.272,3,0.8988,0.2,November
CA-2014-102673,OFF-FA-10003021,2014-11-01,2014-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,Staples,4,7.52,5,1.41,0.2,November
CA-2014-102673,OFF-LA-10001771,2014-11-01,2014-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Labels,Avery 513,4,47.808,12,15.5376,0.2,November
CA-2014-102673,TEC-PH-10004434,2014-11-01,2014-11-05,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,4,978.84,9,110.1195,0.2,November
CA-2014-102869,FUR-FU-10002456,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",5,17.472,3,5.0232,0.2,September
CA-2014-102869,OFF-PA-10000788,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,Xerox 210,5,15.552,3,5.4432,0.2,September
CA-2014-102869,TEC-AC-10002134,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,5,64.704,6,-4.8528,0.2,September
CA-2014-102869,TEC-PH-10002549,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,5,135.516,1,-31.6204,0.4,September
CA-2014-102988,OFF-AR-10000127,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,Newell 321,4,22.96,7,6.6584,0.0,April
CA-2014-102988,OFF-AR-10004757,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,Crayola Colored Pencils,4,22.96,7,7.5768,0.0,April
CA-2014-102988,OFF-PA-10003349,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,Xerox 1957,4,12.96,2,6.3504,0.0,April
CA-2014-102988,OFF-SU-10002881,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4,4164.05,5,83.281,0.0,April
CA-2014-102988,TEC-PH-10001615,2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,Technology,Phones,AT&T CL82213,4,28.99,1,8.4071,0.0,April
CA-2014-103058,TEC-AC-10001314,2014-07-23,2014-07-24,First Class,AG-10270,Alejandro Grove,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,1,99.98,2,7.9984,0.0,July
CA-2014-103086,FUR-FU-10004586,2014-10-17,2014-10-19,Second Class,EB-14170,Evan Bailliet,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,2,5.312,2,-1.5936,0.6,October
CA-2014-103100,OFF-BI-10004600,2014-12-20,2014-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,3,1103.97,3,496.7865,0.0,December
CA-2014-103100,OFF-LA-10003720,2014-12-20,2014-12-23,First Class,AB-10105,Adrian Barton,Consumer,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Labels,Avery 487,3,3.69,1,1.7343,0.0,December
CA-2014-103191,OFF-ST-10002574,2014-09-22,2014-09-27,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",5,331.536,3,-82.884,0.2,September
CA-2014-103219,FUR-FU-10004091,2014-11-09,2014-11-13,Standard Class,BF-11215,Benjamin Farhat,Home Office,United States,New York City,New York,10035,East,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Black",4,56.52,9,21.4776,0.0,November
CA-2014-103310,FUR-CH-10002320,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,Hon Pagoda Stacking Chairs,5,256.784,1,32.098,0.2,May
CA-2014-103310,OFF-PA-10004353,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,5,39.96,2,19.1808,0.0,May
CA-2014-103310,OFF-SU-10004737,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,5,41.04,6,11.0808,0.0,May
CA-2014-103310,TEC-PH-10001817,2014-05-10,2014-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,United States,San Jose,California,95123,West,Technology,Phones,Wilson Electronics DB Pro Signal Booster,5,1432.0,5,125.3,0.2,May
CA-2014-103317,FUR-FU-10001591,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,3,19.52,2,5.368,0.2,July
CA-2014-103317,FUR-FU-10003192,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,3,213.216,3,15.9912,0.2,July
CA-2014-103317,OFF-BI-10001787,2014-07-05,2014-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,3,9.81,5,-6.867,0.7,July
CA-2014-103331,FUR-FU-10001731,2014-08-26,2014-09-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6,10.68,4,4.0584,0.0,August
CA-2014-103331,OFF-PA-10002160,2014-08-26,2014-09-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,Xerox 1978,6,17.34,3,8.4966,0.0,August
CA-2014-103331,OFF-PA-10002659,2014-08-26,2014-09-01,Standard Class,KB-16315,Karl Braun,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,6,3.38,1,1.5548,0.0,August
CA-2014-103366,TEC-AC-10003628,2014-01-15,2014-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2,149.95,5,65.978,0.0,January
CA-2014-103373,TEC-PH-10002885,2014-05-18,2014-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,Technology,Phones,Apple iPhone 5,6,779.796,2,-168.9558,0.4,May
CA-2014-103401,OFF-PA-10003309,2014-11-21,2014-11-26,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,Xerox 211,5,12.96,2,6.2208,0.0,November
CA-2014-103429,OFF-AP-10001005,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,2,235.95,3,77.8635,0.0,May
CA-2014-103429,OFF-BI-10004233,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",2,25.584,2,8.9544,0.2,May
CA-2014-103429,OFF-PA-10001712,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 1948,2,39.96,4,17.982,0.0,May
CA-2014-103429,TEC-PH-10003505,2014-05-30,2014-06-01,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,10024,East,Technology,Phones,Geemarc AmpliPOWER60,2,464.0,5,134.56,0.0,May
CA-2014-103492,OFF-BI-10004140,2014-10-10,2014-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,Avery Non-Stick Binders,5,0.898,1,-1.5715,0.8,October
CA-2014-103492,OFF-BI-10004817,2014-10-10,2014-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,GBC Personal VeloBind Strips,5,11.98,5,-19.168,0.8,October
CA-2014-103492,TEC-PH-10001128,2014-10-10,2014-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,Motorola Droid Maxx,5,719.952,6,71.9952,0.2,October
CA-2014-103492,TEC-PH-10004667,2014-10-10,2014-10-15,Standard Class,CM-12715,Craig Molinari,Corporate,United States,Huntsville,Texas,77340,Central,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,5,755.944,7,66.1451,0.2,October
CA-2014-103527,OFF-PA-10001622,2014-09-09,2014-09-14,Second Class,CC-12220,Chris Cortes,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",5,10.896,3,3.405,0.2,September
CA-2014-103590,OFF-EN-10004007,2014-11-30,2014-12-04,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,4,62.28,4,29.2716,0.0,November
CA-2014-103660,TEC-PH-10000895,2014-08-25,2014-08-30,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,Polycom VVX 310 VoIP phone,5,1007.944,7,75.5958,0.2,August
CA-2014-103702,OFF-BI-10002429,2014-09-12,2014-09-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",5,63.924,7,-46.8776,0.7,September
CA-2014-103744,OFF-BI-10000320,2014-02-23,2014-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Binders,GBC Plastic Binding Combs,4,4.428,3,-6.8634,0.8,February
CA-2014-103744,OFF-LA-10004425,2014-02-23,2014-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,Office Supplies,Labels,Staple-on labels,4,6.936,3,2.3409,0.2,February
CA-2014-103800,OFF-PA-10000174,2014-01-03,2014-01-07,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",4,16.448,2,5.5512,0.2,January
